Date,Open,High,Low,Close,AdjClose,Volume
2/7/2003,0.259821,0.260714,0.25125,0.252679,0.216363,269701600
2/10/2003,0.254643,0.260179,0.251071,0.25625,0.21942,167888000
2/11/2003,0.258929,0.26125,0.253571,0.25625,0.21942,164780000
2/12/2003,0.254821,0.260714,0.254821,0.256964,0.220032,228687200
2/13/2003,0.257321,0.261429,0.254286,0.259643,0.222326,208493600
2/14/2003,0.260893,0.262857,0.25625,0.261964,0.224313,243297600
2/18/2003,0.263393,0.273214,0.262857,0.272679,0.233488,290897600
2/19/2003,0.269107,0.270536,0.262143,0.265179,0.227066,240368800
2/20/2003,0.265179,0.267143,0.262679,0.26375,0.225842,224352800
2/21/2003,0.264643,0.268929,0.261607,0.267857,0.229359,157444000
2/24/2003,0.265357,0.268393,0.246429,0.263214,0.225383,180252800
2/25/2003,0.262143,0.269286,0.260357,0.268214,0.229665,188641600
2/26/2003,0.267679,0.268214,0.258571,0.258929,0.221714,217095200
2/27/2003,0.260179,0.267857,0.259107,0.265357,0.227218,154341600
2/28/2003,0.265357,0.269464,0.26375,0.268036,0.229512,195098400
3/3/2003,0.268036,0.270714,0.259821,0.261607,0.224007,203761600
3/4/2003,0.263214,0.264464,0.257857,0.26,0.222631,126414400
3/5/2003,0.260893,0.264286,0.259286,0.261071,0.223548,126683200
3/6/2003,0.260357,0.260714,0.257143,0.26,0.222631,99859200
3/7/2003,0.258393,0.262679,0.255536,0.259464,0.222172,200984000
3/10/2003,0.259107,0.261964,0.255357,0.256607,0.219726,134573600
3/11/2003,0.256429,0.25875,0.252143,0.254107,0.217585,161190400
3/12/2003,0.253036,0.256964,0.251071,0.253929,0.217433,222560800
3/13/2003,0.258393,0.264286,0.253036,0.262857,0.225078,335445600
3/14/2003,0.262143,0.268036,0.261429,0.263929,0.225996,153098400
3/17/2003,0.265893,0.269107,0.262679,0.268036,0.229512,399912800
3/18/2003,0.267857,0.269464,0.264643,0.267857,0.229359,229980800
3/19/2003,0.269107,0.270536,0.264107,0.266964,0.228594,141316000
3/20/2003,0.266607,0.267679,0.260714,0.26625,0.227983,163178400
3/21/2003,0.269464,0.270536,0.264643,0.267857,0.229359,297948000
3/24/2003,0.261964,0.264286,0.25625,0.256607,0.219726,161100800
3/25/2003,0.257321,0.264821,0.256607,0.259821,0.222478,167697600
3/26/2003,0.259821,0.26,0.255357,0.257321,0.220337,178343200
3/27/2003,0.255714,0.2625,0.255714,0.25875,0.221561,122393600
3/28/2003,0.257143,0.261071,0.256607,0.260179,0.222785,145303200
3/31/2003,0.255893,0.259464,0.250714,0.2525,0.216209,256659200
4/1/2003,0.253571,0.255536,0.25125,0.252857,0.216515,154341600
4/2/2003,0.256429,0.262321,0.254821,0.260714,0.223243,171371200
4/3/2003,0.26,0.2625,0.25625,0.258214,0.221102,145712000
4/4/2003,0.259286,0.261964,0.256964,0.257321,0.220337,146020000
4/7/2003,0.265179,0.266964,0.257321,0.25875,0.221561,196862400
4/8/2003,0.259107,0.261607,0.256429,0.258036,0.22095,128934400
4/9/2003,0.259286,0.261071,0.2525,0.253393,0.216974,146725600
4/10/2003,0.253571,0.256964,0.253571,0.256607,0.219726,107100000
4/11/2003,0.250893,0.257857,0.230893,0.235714,0.201836,1392708800
4/14/2003,0.244821,0.245536,0.241071,0.2425,0.207647,502958400
4/15/2003,0.242679,0.242857,0.2375,0.239107,0.204741,303968000
4/16/2003,0.231964,0.244107,0.230714,0.236429,0.202448,1016176000
4/17/2003,0.235714,0.236607,0.227143,0.234286,0.200613,616257600
4/21/2003,0.234464,0.235536,0.231786,0.234643,0.200919,152320000
4/22/2003,0.235357,0.243214,0.23375,0.24125,0.206576,300568800
4/23/2003,0.241607,0.243393,0.238571,0.2425,0.207647,209680800
4/24/2003,0.241429,0.243036,0.232143,0.24,0.205506,325108000
4/25/2003,0.240357,0.2425,0.23625,0.238393,0.20413,205318400
4/28/2003,0.240714,0.249286,0.239821,0.2475,0.211928,636798400
4/29/2003,0.249643,0.252857,0.2425,0.251071,0.214986,458236800
4/30/2003,0.24875,0.25625,0.247321,0.253929,0.217433,458175200
5/1/2003,0.254464,0.256964,0.25,0.256429,0.219574,342759200
5/2/2003,0.258214,0.260536,0.256071,0.258036,0.22095,321182400
5/5/2003,0.26375,0.301429,0.263393,0.287321,0.246026,1555708000
5/6/2003,0.287857,0.319643,0.2875,0.3125,0.267586,1514492000
5/7/2003,0.309464,0.325714,0.305536,0.315179,0.26988,1054379200
5/8/2003,0.316071,0.322679,0.30875,0.321429,0.275231,687736000
5/9/2003,0.327321,0.328571,0.319286,0.326786,0.279818,588386400
5/12/2003,0.324107,0.334643,0.32375,0.331429,0.283794,419372800
5/13/2003,0.329107,0.33875,0.320536,0.333393,0.285476,446796000
5/14/2003,0.33625,0.336429,0.329107,0.33125,0.283641,355488000
5/15/2003,0.332143,0.336607,0.329821,0.334464,0.286393,284995200
5/16/2003,0.331964,0.339464,0.326429,0.335714,0.287463,341628000
5/19/2003,0.330893,0.333036,0.3225,0.323214,0.27676,445888800
5/20/2003,0.323214,0.324286,0.314286,0.317679,0.27202,416220000
5/21/2003,0.317679,0.323036,0.315536,0.31875,0.272938,305009600
5/22/2003,0.319464,0.328571,0.316786,0.325714,0.278901,178460800
5/23/2003,0.325179,0.329643,0.320714,0.327143,0.280124,206718400
5/27/2003,0.320714,0.3375,0.319821,0.337143,0.288687,290130400
5/28/2003,0.330357,0.333214,0.324107,0.326429,0.279513,339679200
5/29/2003,0.326607,0.330357,0.319643,0.323214,0.27676,333765600
5/30/2003,0.323571,0.324643,0.313036,0.320536,0.274467,382748800
6/2/2003,0.323214,0.326607,0.308393,0.311607,0.266821,418588800
6/3/2003,0.311429,0.315536,0.303929,0.309107,0.26468,360858400
6/4/2003,0.308929,0.317679,0.306071,0.314286,0.269115,271202400
6/5/2003,0.311607,0.316786,0.309464,0.315,0.269726,205497600
6/6/2003,0.316786,0.322143,0.306071,0.30625,0.262234,241388000
6/9/2003,0.3025,0.304286,0.296964,0.299821,0.256729,259952000
6/10/2003,0.301607,0.30875,0.299107,0.306786,0.262693,176646400
6/11/2003,0.30625,0.312679,0.300179,0.311607,0.266821,225114400
6/12/2003,0.313393,0.319286,0.311607,0.317321,0.271714,252588000
6/13/2003,0.316964,0.320536,0.305893,0.311071,0.266362,191245600
6/16/2003,0.314286,0.32625,0.311607,0.32625,0.279359,238526400
6/17/2003,0.32875,0.330357,0.32125,0.324821,0.278136,177464000
6/18/2003,0.329464,0.347857,0.326964,0.341429,0.292357,454983200
6/19/2003,0.345714,0.350179,0.335179,0.341786,0.292663,381528000
6/20/2003,0.345536,0.349643,0.3375,0.342857,0.29358,356546400
6/23/2003,0.344643,0.351607,0.334821,0.340357,0.291439,307361600
6/24/2003,0.347679,0.35125,0.334286,0.335357,0.287158,514382400
6/25/2003,0.336786,0.346429,0.334107,0.340893,0.291898,329812000
6/26/2003,0.333929,0.345,0.333929,0.344464,0.294956,161705600
6/27/2003,0.344643,0.344821,0.33,0.334464,0.286393,365792000
6/30/2003,0.333571,0.343036,0.331964,0.340357,0.291439,222152000
7/1/2003,0.336964,0.3425,0.330536,0.340893,0.291898,180992000
7/2/2003,0.339821,0.346429,0.339643,0.344107,0.29465,325298400
7/3/2003,0.339286,0.349107,0.338929,0.341607,0.292509,137771200
7/7/2003,0.344107,0.360357,0.341607,0.354821,0.303824,286272000
7/8/2003,0.348571,0.366071,0.348036,0.364286,0.311929,256737600
7/9/2003,0.360893,0.365179,0.355179,0.355179,0.304131,213645600
7/10/2003,0.355,0.356071,0.345893,0.349643,0.29939,170934400
7/11/2003,0.351071,0.357143,0.34875,0.354464,0.303518,136858400
7/14/2003,0.357321,0.364286,0.354821,0.355357,0.304283,188406400
7/15/2003,0.3575,0.361429,0.346964,0.350179,0.299849,206645600
7/16/2003,0.356607,0.357143,0.346071,0.354821,0.303824,250930400
7/17/2003,0.360536,0.374107,0.359464,0.373214,0.319574,751212000
7/18/2003,0.373214,0.378214,0.364286,0.3725,0.318962,298838400
7/21/2003,0.369464,0.371429,0.3625,0.368036,0.31514,183808800
7/22/2003,0.372679,0.374286,0.366071,0.371429,0.318045,198424800
7/23/2003,0.374107,0.374286,0.365357,0.37125,0.317892,143035200
7/24/2003,0.375714,0.383929,0.363929,0.36625,0.31361,229236000
7/25/2003,0.364464,0.385179,0.364286,0.384643,0.32936,216686400
7/28/2003,0.383929,0.383929,0.3725,0.374821,0.32095,170357600
7/29/2003,0.374821,0.376429,0.366429,0.37,0.316822,197120000
7/30/2003,0.370893,0.373214,0.360179,0.362143,0.310094,173594400
7/31/2003,0.370357,0.38125,0.367321,0.376429,0.322327,301464800
8/1/2003,0.375,0.379821,0.368571,0.370179,0.316975,149604000
8/4/2003,0.366607,0.383929,0.362143,0.37875,0.324314,230115200
8/5/2003,0.38125,0.382143,0.358929,0.363929,0.311623,249440800
8/6/2003,0.358214,0.360179,0.348214,0.350536,0.300155,245464800
8/7/2003,0.352321,0.35875,0.346786,0.355893,0.304742,174378400
8/8/2003,0.359107,0.359464,0.35,0.350714,0.300308,137659200
8/11/2003,0.353929,0.355893,0.348393,0.351071,0.300613,137228000
8/12/2003,0.352857,0.353571,0.3475,0.351786,0.301225,164438400
8/13/2003,0.354643,0.363214,0.349643,0.360357,0.308564,284099200
8/14/2003,0.360893,0.363036,0.356071,0.356607,0.305353,192780000
8/15/2003,0.3575,0.358393,0.351071,0.351964,0.301378,125865600
8/18/2003,0.354643,0.364464,0.352143,0.363214,0.311011,192774400
8/19/2003,0.36375,0.365179,0.357143,0.362857,0.310705,133688800
8/20/2003,0.360357,0.379821,0.359643,0.375179,0.321256,273212800
8/21/2003,0.375536,0.387679,0.374107,0.387143,0.331501,255326400
8/22/2003,0.389464,0.392857,0.368571,0.372857,0.319268,250264000
8/25/2003,0.371071,0.373393,0.365893,0.3725,0.318962,137782400
8/26/2003,0.370536,0.37625,0.363393,0.375893,0.321867,164959200
8/27/2003,0.373393,0.383571,0.368929,0.383571,0.328442,225702400
8/28/2003,0.380893,0.396786,0.380893,0.39625,0.339299,319625600
8/29/2003,0.396429,0.408036,0.39375,0.40375,0.345721,263155200
9/2/2003,0.404643,0.408929,0.4,0.408036,0.349391,242132800
9/3/2003,0.407143,0.416429,0.406429,0.409821,0.350919,268828000
9/4/2003,0.413571,0.415179,0.406607,0.407679,0.349085,199780000
9/5/2003,0.405893,0.413393,0.400179,0.401786,0.344039,240133600
9/8/2003,0.401429,0.406964,0.40125,0.406071,0.347708,167244000
9/9/2003,0.402321,0.404821,0.395,0.399464,0.342051,180370400
9/10/2003,0.397321,0.40375,0.394821,0.396071,0.339145,224890400
9/11/2003,0.397321,0.406964,0.394643,0.402857,0.344956,213684800
9/12/2003,0.401964,0.413214,0.398393,0.4125,0.353213,179989600
9/15/2003,0.407321,0.408929,0.395,0.396607,0.339604,226844800
9/16/2003,0.396607,0.405179,0.396429,0.399286,0.341898,269007200
9/17/2003,0.399464,0.399643,0.390179,0.395,0.338228,289396800
9/18/2003,0.394643,0.410536,0.391964,0.408571,0.349849,252907200
9/19/2003,0.408571,0.411607,0.400536,0.403214,0.345262,205956800
9/22/2003,0.396071,0.401786,0.391429,0.394286,0.337617,179821600
9/23/2003,0.393214,0.401071,0.390714,0.400536,0.342969,132451200
9/24/2003,0.396607,0.398393,0.376429,0.380714,0.325996,301285600
9/25/2003,0.381071,0.381607,0.361607,0.364821,0.312387,574380800
9/26/2003,0.3625,0.3875,0.359821,0.369464,0.316363,347250400
9/29/2003,0.38375,0.386964,0.36875,0.380357,0.32569,365702400
9/30/2003,0.376607,0.378929,0.365,0.37,0.316822,285426400
10/1/2003,0.369821,0.376786,0.360536,0.37125,0.317892,236112800
10/2/2003,0.371429,0.371429,0.362143,0.367321,0.314528,204058400
10/3/2003,0.374821,0.390357,0.372857,0.387321,0.331653,299600000
10/6/2003,0.386964,0.39875,0.385357,0.398036,0.340828,268329600
10/7/2003,0.39375,0.418036,0.39125,0.414643,0.355048,418174400
10/8/2003,0.415179,0.420357,0.405893,0.411786,0.352602,428668800
10/9/2003,0.416071,0.422679,0.406964,0.41875,0.358565,347748800
10/10/2003,0.419643,0.425179,0.417321,0.422857,0.362082,174837600
10/13/2003,0.42375,0.435893,0.423571,0.434821,0.372326,279865600
10/14/2003,0.434286,0.441786,0.431964,0.438393,0.375385,275419200
10/15/2003,0.44375,0.446607,0.438929,0.443214,0.379513,610103200
10/16/2003,0.425,0.425714,0.400179,0.415179,0.355507,975682400
10/17/2003,0.4175,0.419464,0.400536,0.40625,0.347861,359811200
10/20/2003,0.403571,0.416786,0.399643,0.414643,0.355048,279132000
10/21/2003,0.41625,0.417857,0.40625,0.413929,0.354437,176461600
10/22/2003,0.409643,0.414286,0.405,0.406429,0.348015,161599200
10/23/2003,0.405893,0.413393,0.403393,0.410536,0.351531,165211200
10/24/2003,0.402857,0.408036,0.396964,0.403571,0.345568,219856000
10/27/2003,0.40625,0.40875,0.401607,0.403571,0.345568,162013600
10/28/2003,0.402857,0.424464,0.4,0.423571,0.362693,251714400
10/29/2003,0.419821,0.426786,0.416786,0.423036,0.362235,267080800
10/30/2003,0.428393,0.428571,0.408393,0.412321,0.35306,260556800
10/31/2003,0.416071,0.416964,0.406786,0.40875,0.350002,218153600
11/3/2003,0.407679,0.416071,0.406786,0.413393,0.353978,302842400
11/4/2003,0.411964,0.4125,0.403393,0.409107,0.350308,249233600
11/5/2003,0.4075,0.413036,0.40125,0.41125,0.352143,322470400
11/6/2003,0.409107,0.413393,0.404464,0.412857,0.353519,397073600
11/7/2003,0.414107,0.415,0.400893,0.401786,0.344039,210145600
11/10/2003,0.400893,0.404464,0.39,0.391071,0.334864,234276000
11/11/2003,0.391071,0.393214,0.383571,0.384643,0.32936,215073600
11/12/2003,0.383571,0.405714,0.383571,0.39875,0.341439,300003200
11/13/2003,0.394107,0.402857,0.391429,0.400357,0.342815,212772000
11/14/2003,0.401429,0.40375,0.38,0.383214,0.328136,237048000
11/17/2003,0.38125,0.381607,0.374107,0.377321,0.32309,228256000
11/18/2003,0.37875,0.381071,0.363393,0.364464,0.312081,267192800
11/19/2003,0.367143,0.36875,0.361786,0.364643,0.312234,344584800
11/20/2003,0.358929,0.376429,0.358929,0.363929,0.311623,239590400
11/21/2003,0.363214,0.3675,0.354464,0.362143,0.310094,241836000
11/24/2003,0.366071,0.379821,0.365179,0.377679,0.323397,381824800
11/25/2003,0.379107,0.379464,0.368036,0.369286,0.31621,268654400
11/26/2003,0.373036,0.377679,0.361607,0.37,0.316822,245128800
11/28/2003,0.371071,0.37625,0.366429,0.373393,0.319727,76098400
12/1/2003,0.375714,0.390179,0.375,0.387679,0.33196,361536000
12/2/2003,0.385714,0.391071,0.382321,0.384643,0.32936,205296000
12/3/2003,0.384643,0.39,0.374286,0.375536,0.321562,191296000
12/4/2003,0.373929,0.378036,0.370893,0.377679,0.323397,177940000
12/5/2003,0.373214,0.377679,0.370179,0.372321,0.318809,186177600
12/8/2003,0.371071,0.376429,0.364464,0.375893,0.321867,148237600
12/9/2003,0.378036,0.379464,0.364286,0.365179,0.312693,135144800
12/10/2003,0.365179,0.368036,0.356429,0.363929,0.311623,271336800
12/11/2003,0.361607,0.381071,0.360893,0.37875,0.324314,183136800
12/12/2003,0.380714,0.380714,0.369643,0.373036,0.319421,192673600
12/15/2003,0.38375,0.38375,0.358393,0.360179,0.308412,388908800
12/16/2003,0.360536,0.365893,0.357321,0.359286,0.307647,373956800
12/17/2003,0.358571,0.359464,0.353393,0.355,0.303978,274260000
12/18/2003,0.355357,0.360357,0.355357,0.357857,0.306424,330915200
12/19/2003,0.360536,0.364643,0.350357,0.351786,0.301225,453560800
12/22/2003,0.350893,0.355179,0.34375,0.354464,0.303518,377064800
12/23/2003,0.355714,0.35625,0.35,0.35375,0.302907,308498400
12/24/2003,0.352143,0.367679,0.350893,0.364464,0.312081,177475200
12/26/2003,0.363393,0.373393,0.363214,0.371071,0.317739,103695200
12/29/2003,0.373393,0.377857,0.3725,0.377679,0.323397,233458400
12/30/2003,0.378214,0.383929,0.377679,0.38,0.325384,204853600
12/31/2003,0.38125,0.384464,0.378214,0.381607,0.32676,174451200
1/2/2004,0.384821,0.388393,0.378214,0.38,0.325384,144642400
1/5/2004,0.3825,0.399821,0.3825,0.395893,0.338993,395018400
1/6/2004,0.397321,0.400357,0.387679,0.394464,0.337769,509348000
1/7/2004,0.394643,0.407679,0.391607,0.403393,0.345415,586874400
1/8/2004,0.407857,0.42375,0.404464,0.417143,0.357189,460303200
1/9/2004,0.414821,0.430893,0.406964,0.410714,0.351684,427459200
1/12/2004,0.415179,0.428571,0.4125,0.42375,0.362846,487547200
1/13/2004,0.441071,0.443571,0.426071,0.430714,0.368809,679016800
1/14/2004,0.435714,0.438214,0.424643,0.432143,0.370033,620043200
1/15/2004,0.409107,0.417857,0.401786,0.408036,0.349391,1018208800
1/16/2004,0.40875,0.411429,0.40375,0.405714,0.347403,372820000
1/20/2004,0.404821,0.407143,0.397321,0.405893,0.347556,315946400
1/21/2004,0.405357,0.410179,0.400536,0.40375,0.345721,226660000
1/22/2004,0.402857,0.407679,0.396071,0.396071,0.339145,205004800
1/23/2004,0.400357,0.406071,0.397321,0.402857,0.344956,227169600
1/26/2004,0.401071,0.411786,0.400536,0.410893,0.351837,271269600
1/27/2004,0.411429,0.415179,0.407143,0.411964,0.352754,307070400
1/28/2004,0.407857,0.4175,0.400179,0.402143,0.344345,275402400
1/29/2004,0.404107,0.407143,0.39625,0.405,0.346791,212699200
1/30/2004,0.404464,0.408393,0.400357,0.402857,0.344956,185298400
2/2/2004,0.401071,0.407321,0.394286,0.398571,0.341286,287431200
2/3/2004,0.398214,0.4,0.392857,0.3975,0.340369,180812800
2/4/2004,0.392857,0.394464,0.3875,0.389107,0.333182,305552800
2/5/2004,0.389643,0.409107,0.389464,0.400357,0.342815,352844800
2/6/2004,0.400893,0.40875,0.4,0.405536,0.34725,193340000
2/9/2004,0.403929,0.408214,0.401786,0.404821,0.346638,188260800
2/10/2004,0.403929,0.412857,0.400714,0.410357,0.351378,255343200
2/11/2004,0.412321,0.42625,0.411607,0.425,0.363917,348544000
2/12/2004,0.421607,0.428393,0.421429,0.42375,0.362846,183988000
2/13/2004,0.425893,0.430357,0.407679,0.410714,0.351684,315980000
2/17/2004,0.4125,0.419464,0.4125,0.413571,0.35413,170956800
2/18/2004,0.413929,0.418571,0.411607,0.415357,0.35566,141635200
2/19/2004,0.416607,0.422143,0.400179,0.40125,0.34358,323080800
2/20/2004,0.401786,0.401964,0.396607,0.4,0.34251,277603200
2/23/2004,0.398929,0.401071,0.390893,0.39625,0.339299,194079200
2/24/2004,0.395357,0.406071,0.392857,0.399286,0.341898,259056000
2/25/2004,0.397857,0.408929,0.396607,0.407321,0.348779,276276000
2/26/2004,0.408571,0.413929,0.407143,0.411429,0.352296,198408000
2/27/2004,0.41,0.428929,0.409821,0.427143,0.365752,468837600
3/1/2004,0.430357,0.433929,0.42625,0.428929,0.367281,321680800
3/2/2004,0.428571,0.430357,0.424464,0.425179,0.36407,256687200
3/3/2004,0.421429,0.431964,0.421429,0.427143,0.365752,225131200
3/4/2004,0.427321,0.450357,0.426964,0.449286,0.384712,660223200
3/5/2004,0.445536,0.490893,0.444643,0.4775,0.408871,1540599200
3/8/2004,0.475357,0.478393,0.460714,0.464286,0.397556,522872000
3/9/2004,0.4625,0.48625,0.459821,0.483929,0.414376,618363200
3/10/2004,0.482857,0.5025,0.481071,0.494286,0.423245,1006964000
3/11/2004,0.486964,0.500714,0.48375,0.484821,0.41514,595851200
3/12/2004,0.487857,0.496071,0.485179,0.492143,0.421409,329224000
3/15/2004,0.482679,0.488393,0.468929,0.472321,0.404436,481717600
3/16/2004,0.474107,0.475179,0.453393,0.461071,0.394803,605432800
3/17/2004,0.463571,0.471071,0.460357,0.467679,0.400462,411432000
3/18/2004,0.463214,0.465357,0.456964,0.458393,0.39251,321081600
3/19/2004,0.456429,0.481071,0.456071,0.461786,0.395416,408576000
3/22/2004,0.453036,0.467321,0.450893,0.461786,0.395416,419031200
3/23/2004,0.462143,0.464286,0.450357,0.451607,0.386699,385515200
3/24/2004,0.45125,0.459821,0.45125,0.455357,0.389911,428215200
3/25/2004,0.466786,0.480536,0.462321,0.479821,0.410859,566445600
3/26/2004,0.482143,0.488571,0.480536,0.482857,0.413458,419893600
3/29/2004,0.48875,0.499821,0.485714,0.498393,0.426761,350728000
3/30/2004,0.495357,0.499107,0.488214,0.498571,0.426914,359676800
3/31/2004,0.498571,0.499643,0.48125,0.482857,0.413458,390773600
4/1/2004,0.480179,0.486964,0.475357,0.484107,0.414528,318332000
4/2/2004,0.495536,0.49875,0.48625,0.491071,0.420491,274478400
4/5/2004,0.490714,0.506607,0.49,0.505714,0.43303,385672000
4/6/2004,0.494821,0.502679,0.489821,0.496964,0.425538,257992000
4/7/2004,0.493036,0.494643,0.480714,0.487679,0.417587,255119200
4/8/2004,0.497857,0.5,0.485714,0.491607,0.420951,240917600
4/12/2004,0.491071,0.501786,0.490893,0.500714,0.428749,230540800
4/13/2004,0.499643,0.500536,0.479286,0.480893,0.411776,436396800
4/14/2004,0.4775,0.483393,0.469821,0.475714,0.407342,639732800
4/15/2004,0.514643,0.528214,0.502857,0.523214,0.448015,1761446400
4/16/2004,0.520536,0.523393,0.508929,0.521071,0.44618,402931200
4/19/2004,0.502143,0.513393,0.496964,0.50625,0.433489,712353600
4/20/2004,0.50375,0.507321,0.492143,0.495179,0.424009,354519200
4/21/2004,0.492857,0.502143,0.48875,0.495179,0.424009,325875200
4/22/2004,0.492143,0.503214,0.484107,0.496071,0.424773,344584800
4/23/2004,0.494643,0.5,0.483036,0.494643,0.42355,315828800
4/26/2004,0.4925,0.493571,0.482143,0.484464,0.414834,231128800
4/27/2004,0.486429,0.49,0.476607,0.481071,0.411929,283864000
4/28/2004,0.478929,0.482321,0.470357,0.472321,0.404436,231168000
4/29/2004,0.472321,0.482143,0.463929,0.478036,0.40933,460790400
4/30/2004,0.476964,0.481429,0.455179,0.460357,0.394192,466502400
5/3/2004,0.464286,0.470179,0.459643,0.465536,0.398626,297634400
5/4/2004,0.46375,0.474107,0.455357,0.466786,0.399697,279983200
5/5/2004,0.467857,0.477679,0.463571,0.475893,0.407495,238106400
5/6/2004,0.471429,0.477679,0.4625,0.474643,0.406425,263558400
5/7/2004,0.474107,0.492321,0.474107,0.47625,0.407801,419036800
5/10/2004,0.469107,0.475,0.463214,0.469286,0.401838,249978400
5/11/2004,0.471429,0.485536,0.471429,0.484643,0.414987,305172000
5/12/2004,0.478393,0.488214,0.468571,0.4875,0.417434,245420000
5/13/2004,0.483929,0.495,0.480357,0.485536,0.415752,229852000
5/14/2004,0.486607,0.487857,0.472321,0.483214,0.413764,257801600
5/17/2004,0.476786,0.483214,0.470714,0.475714,0.407342,300445600
5/18/2004,0.481607,0.487321,0.478571,0.483214,0.413764,206063200
5/19/2004,0.489286,0.491071,0.471786,0.472679,0.404743,375592000
5/20/2004,0.475536,0.482143,0.472679,0.476964,0.408412,196296800
5/21/2004,0.480357,0.485714,0.477321,0.484107,0.414528,179894400
5/24/2004,0.487321,0.498214,0.484107,0.488214,0.418045,235603200
5/25/2004,0.491071,0.509107,0.487321,0.507321,0.434406,319978400
5/26/2004,0.505893,0.513929,0.5,0.509107,0.435935,322168000
5/27/2004,0.508214,0.510714,0.496786,0.503036,0.430737,235972800
5/28/2004,0.501429,0.504821,0.496429,0.501071,0.429054,145717600
6/1/2004,0.49625,0.503571,0.493036,0.501071,0.429054,182134400
6/2/2004,0.500536,0.520893,0.496429,0.516429,0.442205,318712800
6/3/2004,0.512857,0.517679,0.505179,0.507143,0.434254,250930400
6/4/2004,0.51,0.522321,0.509107,0.513929,0.440064,399112000
6/7/2004,0.518571,0.535357,0.514464,0.532321,0.455813,295876000
6/8/2004,0.535536,0.543571,0.532679,0.541964,0.46407,415620800
6/9/2004,0.537321,0.548393,0.535714,0.539286,0.461777,349204800
6/10/2004,0.539286,0.553036,0.539286,0.548929,0.470034,257577600
6/14/2004,0.547321,0.547857,0.526786,0.537857,0.460553,243986400
6/15/2004,0.545357,0.556071,0.540357,0.548036,0.469269,444634400
6/16/2004,0.5475,0.595,0.545179,0.584643,0.500615,909641600
6/17/2004,0.581429,0.591607,0.575179,0.585893,0.501685,551320000
6/18/2004,0.583214,0.596607,0.579107,0.587679,0.503214,406252000
6/21/2004,0.591429,0.598214,0.573571,0.577321,0.494345,390213600
6/22/2004,0.576786,0.590893,0.576607,0.589286,0.50459,360511200
6/23/2004,0.589286,0.604107,0.587321,0.601786,0.515294,390868800
6/24/2004,0.598393,0.601786,0.588929,0.5925,0.507343,252515200
6/25/2004,0.590536,0.601786,0.589286,0.601786,0.515294,323428000
6/28/2004,0.610357,0.610536,0.575179,0.580179,0.496793,521096800
6/29/2004,0.572679,0.589107,0.560893,0.580357,0.496945,590553600
6/30/2004,0.581429,0.58875,0.569464,0.581071,0.497556,373044000
7/1/2004,0.573214,0.58,0.569643,0.576786,0.493887,341941600
7/2/2004,0.544286,0.556786,0.530893,0.555,0.475232,910683200
7/6/2004,0.558393,0.561071,0.55,0.552679,0.473245,348980800
7/7/2004,0.550893,0.56,0.538036,0.542679,0.464682,397992000
7/8/2004,0.538036,0.547857,0.534821,0.538214,0.460859,233380000
7/9/2004,0.540536,0.544643,0.53625,0.53625,0.459177,208863200
7/12/2004,0.536071,0.536429,0.516607,0.520357,0.445568,511621600
7/13/2004,0.522321,0.528571,0.518214,0.521786,0.446792,316176000
7/14/2004,0.515357,0.535179,0.513214,0.528214,0.452296,835800000
7/15/2004,0.583214,0.600536,0.573393,0.588036,0.50352,1767724000
7/16/2004,0.585714,0.587857,0.573571,0.575,0.492358,488381600
7/19/2004,0.571607,0.575357,0.565357,0.570893,0.488841,533170400
7/20/2004,0.570536,0.575,0.563393,0.575,0.492358,323747200
7/21/2004,0.578929,0.584107,0.559643,0.564643,0.483489,301257600
7/22/2004,0.558036,0.566607,0.554643,0.565714,0.484407,334118400
7/23/2004,0.563036,0.566964,0.544286,0.548214,0.469422,273571200
7/26/2004,0.550893,0.561607,0.549643,0.558214,0.477984,393932000
7/27/2004,0.567857,0.584821,0.56375,0.579107,0.495875,425006400
7/28/2004,0.576964,0.57875,0.556429,0.57625,0.493428,285051200
7/29/2004,0.579821,0.586071,0.57375,0.582857,0.499085,222157600
7/30/2004,0.583036,0.589286,0.571429,0.5775,0.494498,243023200
8/2/2004,0.556786,0.575,0.555893,0.563929,0.482878,365092000
8/3/2004,0.561607,0.566429,0.55625,0.55875,0.478443,211629600
8/4/2004,0.556964,0.573571,0.556607,0.567679,0.486089,276488800
8/5/2004,0.568036,0.576786,0.558036,0.560536,0.479973,244501600
8/6/2004,0.551786,0.555357,0.530357,0.531786,0.455355,492290400
8/9/2004,0.533036,0.54375,0.532321,0.541071,0.463305,290847200
8/10/2004,0.542679,0.563214,0.541964,0.562857,0.48196,351036000
8/11/2004,0.555357,0.555893,0.540357,0.55375,0.474162,322392000
8/12/2004,0.54375,0.550893,0.540714,0.542321,0.464376,226200800
8/13/2004,0.546429,0.558571,0.542857,0.550714,0.471562,328048000
8/16/2004,0.553571,0.566429,0.547143,0.549643,0.470645,435674400
8/17/2004,0.546071,0.555893,0.541964,0.55125,0.472021,323019200
8/18/2004,0.544821,0.56875,0.544464,0.566786,0.485324,364655200
8/19/2004,0.562679,0.568929,0.542143,0.548393,0.469575,388920000
8/20/2004,0.548393,0.553393,0.544464,0.55,0.470951,316780800
8/23/2004,0.551071,0.558393,0.546429,0.555,0.475232,254660000
8/24/2004,0.558214,0.570536,0.556964,0.570536,0.488535,374136000
